x,bode,phase
0.010000,40.000000,-90.000000
0.059948,24.444444,-90.000000
0.359381,8.888889,-90.000000
2.154435,-6.666667,-90.000000
12.915497,-22.222222,-90.000000
77.426368,-37.777778,-90.000000
464.158883,-53.333333,-90.000000
2782.559402,-68.888889,-90.000000
16681.005372,-84.444444,-90.000000
100000.000000,-100.000000,-90.000000
